slurm-15878126_118.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/fast0507-0.500000.aux,PADM,adapt,2,100,746.969,Feasible,Proved,61450,1,4,61396,-122814,61374
slurm-15878126_1190.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-5.aux,PADM,adapt,2,100,0.061648,Feasible,Proved,3533,1,3,3533,-7066,3533
slurm-15878126_1192.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-6.aux,PADM,adapt,2,100,0.072306,Feasible,Proved,4023,1,3,4023,-8046,4023
slurm-15878126_1194.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-7.aux,PADM,adapt,2,100,0.057934,Feasible,Proved,4407,1,3,4407,-8814,4407
slurm-15878126_1196.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-8.aux,PADM,adapt,2,100,0.063145,Feasible,Proved,4703,1,3,4703,-9406,4703
slurm-15878126_1198.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-9-9.aux,PADM,adapt,2,100,0.061883,Feasible,Proved,4932,1,3,4932,-9864,4932
slurm-15878126_1200.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-10.aux,PADM,adapt,2,100,0.162365,Feasible,Proved,10362,1,3,10362,-20724,10362
slurm-15878126_1202.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-1.aux,PADM,adapt,2,100,0.343222,Feasible,Proved,3668,1,3,3668,-7336,3668
slurm-15878126_1204.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-2.aux,PADM,adapt,2,100,0.215954,Feasible,Proved,5108,1,3,5108,-10216,5108
slurm-15878126_1206.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-3.aux,PADM,adapt,2,100,0.213161,Feasible,Proved,6239,1,3,6239,-12478,6239
slurm-15878126_1208.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-4.aux,PADM,adapt,2,100,0.173431,Feasible,Proved,7213,1,3,7213,-14426,7213
slurm-15878126_120.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/fast0507-0.900000.aux,PADM,adapt,2,100,143.71,Feasible,Proved,109916,1,5,109822,-219735,109731
slurm-15878126_1210.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-5.aux,PADM,adapt,2,100,0.216795,Feasible,Proved,8045,1,3,8045,-16090,8045
slurm-15878126_1212.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-6.aux,PADM,adapt,2,100,0.196098,Feasible,Proved,8763,1,3,8763,-17526,8763
slurm-15878126_1214.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-7.aux,PADM,adapt,2,100,0.158097,Feasible,Proved,9343,1,3,9343,-18686,9343
slurm-15878126_1216.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-8.aux,PADM,adapt,2,100,0.194478,Feasible,Proved,9804,1,3,9804,-19608,9804
slurm-15878126_1218.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-1-9.aux,PADM,adapt,2,100,0.539501,Feasible,Proved,10140,1,3,10141,-20282,10141
slurm-15878126_1220.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-2-10.aux,PADM,adapt,2,100,0.163495,Feasible,Proved,9539,1,3,9539,-19078,9539
slurm-15878126_1222.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-2-1.aux,PADM,adapt,2,100,0.260956,Feasible,Proved,1191,1,3,1191,-2382,1191
slurm-15878126_1224.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-200-100-2-2.aux,PADM,adapt,2,100,0.51813,Feasible,Proved,2231,1,3,2231,-4462,2231
